Cell,Original Cluster,Cluster Nr
Cell945_2,Path1,6
Cell946_2,Path3,8
Cell947_2,Path3,8
Cell948_2,Path4,9
Cell949_2,Path1,6
Cell950_2,Path3,8
Cell951_2,Path5,10
Cell952_2,Path2,7
Cell953_2,Path3,8
Cell954_2,Path3,8
Cell955_2,Path5,10
Cell956_2,Path1,6
Cell957_2,Path4,9
Cell958_2,Path3,8
Cell959_2,Path2,7
Cell960_2,Path1,6
Cell961_2,Path2,7
Cell962_2,Path2,7
Cell963_2,Path5,10
Cell964_2,Path3,8
Cell965_2,Path4,9
Cell966_2,Path1,6
Cell967_2,Path2,7
Cell968_2,Path3,8
Cell969_2,Path1,6
Cell970_2,Path5,10
Cell971_2,Path4,9
Cell972_2,Path3,8
Cell973_2,Path2,7
Cell974_2,Path3,8
Cell975_2,Path5,10
Cell976_2,Path5,10
Cell977_2,Path3,8
Cell978_2,Path4,9
Cell979_2,Path5,10
Cell980_2,Path1,6
Cell981_2,Path4,9
Cell982_2,Path5,10
Cell983_2,Path5,10
Cell984_2,Path2,7
Cell985_2,Path4,9
Cell986_2,Path2,7
Cell987_2,Path3,8
Cell988_2,Path4,9
Cell989_2,Path1,6
Cell990_2,Path2,7
Cell991_2,Path4,9
Cell992_2,Path3,8
Cell993_2,Path1,6
Cell994_2,Path3,8
Cell995_2,Path2,7
Cell996_2,Path5,10
Cell997_2,Path5,10
Cell998_2,Path1,6
Cell999_2,Path4,9
Cell1000_2,Path2,7
Cell1001_2,Path3,8
Cell1002_2,Path1,6
Cell1003_2,Path4,9
Cell1004_2,Path2,7
Cell1005_2,Path5,10
Cell1006_2,Path3,8
Cell1007_2,Path3,8
Cell1008_2,Path2,7
Cell1009_2,Path4,9
Cell1010_2,Path4,9
Cell1011_2,Path2,7
Cell1012_2,Path1,6
Cell1013_2,Path4,9
Cell1014_2,Path2,7
Cell1015_2,Path5,10
Cell1016_2,Path2,7
Cell1017_2,Path3,8
Cell1018_2,Path1,6
Cell1019_2,Path3,8
Cell1020_2,Path3,8
Cell1021_2,Path3,8
Cell1022_2,Path2,7
Cell1023_2,Path1,6
Cell1024_2,Path2,7
Cell1025_2,Path4,9
Cell1026_2,Path3,8
Cell1027_2,Path3,8
Cell1028_2,Path5,10
Cell1029_2,Path1,6
Cell1030_2,Path3,8
Cell1031_2,Path1,6
Cell1032_2,Path3,8
Cell1033_2,Path4,9
Cell1034_2,Path3,8
Cell1035_2,Path1,6
Cell1036_2,Path2,7
Cell1037_2,Path5,10
Cell1038_2,Path5,10
Cell1039_2,Path5,10
Cell1040_2,Path1,6
Cell1041_2,Path1,6
Cell1042_2,Path5,10
Cell1043_2,Path3,8
Cell1044_2,Path5,10
Cell1045_2,Path2,7
Cell1046_2,Path5,10
Cell1047_2,Path3,8
Cell1048_2,Path4,9
Cell1049_2,Path5,10
Cell1050_2,Path2,7
Cell1051_2,Path4,9
Cell1052_2,Path5,10
Cell1053_2,Path4,9
Cell1054_2,Path2,7
Cell1055_2,Path4,9
Cell1056_2,Path1,6
Cell1057_2,Path3,8
Cell1058_2,Path2,7
Cell1059_2,Path4,9
Cell1060_2,Path1,6
Cell1061_2,Path1,6
Cell1062_2,Path4,9
Cell1063_2,Path2,7
Cell1064_2,Path2,7
Cell1065_2,Path4,9
Cell1066_2,Path1,6
Cell1067_2,Path5,10
Cell1068_2,Path5,10
Cell1069_2,Path2,7
Cell1070_2,Path1,6
Cell1071_2,Path1,6
Cell1072_2,Path2,7
Cell1073_2,Path5,10
Cell1074_2,Path3,8
Cell1075_2,Path1,6
Cell1076_2,Path3,8
Cell1077_2,Path5,10
Cell1078_2,Path2,7
Cell1079_2,Path5,10
Cell1080_2,Path4,9
Cell1081_2,Path1,6
Cell1082_2,Path2,7
Cell1083_2,Path4,9
Cell1084_2,Path4,9
Cell1085_2,Path4,9
Cell1086_2,Path1,6
Cell1087_2,Path3,8
Cell1088_2,Path4,9
Cell1089_2,Path3,8
Cell1090_2,Path5,10
Cell1091_2,Path5,10
Cell1092_2,Path2,7
Cell1093_2,Path5,10
Cell1094_2,Path2,7
Cell1095_2,Path4,9
Cell1096_2,Path2,7
Cell1097_2,Path2,7
Cell1098_2,Path3,8
Cell1099_2,Path5,10
Cell1100_2,Path4,9
Cell1101_2,Path4,9
Cell1102_2,Path3,8
Cell1103_2,Path2,7
Cell1104_2,Path1,6
Cell1105_2,Path1,6
Cell1106_2,Path5,10
Cell1107_2,Path5,10
Cell1108_2,Path3,8
Cell1109_2,Path1,6
Cell1110_2,Path5,10
Cell1111_2,Path3,8
Cell1112_2,Path1,6
Cell1113_2,Path1,6
Cell1114_2,Path4,9
Cell1115_2,Path4,9
Cell1116_2,Path4,9
Cell1117_2,Path4,9
Cell1118_2,Path5,10
Cell1119_2,Path4,9
Cell1120_2,Path1,6
Cell1121_2,Path4,9
Cell1122_2,Path5,10
Cell1123_2,Path5,10
Cell1124_2,Path1,6
Cell1125_2,Path5,10
Cell1126_2,Path5,10
Cell1127_2,Path5,10
Cell1128_2,Path5,10
Cell1129_2,Path5,10
Cell1130_2,Path5,10
Cell1131_2,Path5,10
Cell1132_2,Path5,10
Cell1133_2,Path1,6
Cell1134_2,Path3,8
Cell1135_2,Path1,6
Cell1136_2,Path4,9
Cell1137_2,Path3,8
Cell1138_2,Path2,7
Cell1139_2,Path5,10
Cell1140_2,Path1,6
Cell1141_2,Path5,10
Cell1142_2,Path5,10
Cell1143_2,Path3,8
Cell1144_2,Path2,7
Cell1145_2,Path5,10
Cell1146_2,Path3,8
Cell1147_2,Path3,8
Cell1148_2,Path5,10
Cell1149_2,Path2,7
Cell1150_2,Path5,10
Cell1151_2,Path4,9
Cell1152_2,Path2,7
Cell1153_2,Path3,8
Cell1154_2,Path1,6
Cell1155_2,Path4,9
Cell1156_2,Path1,6
Cell1157_2,Path5,10
Cell1158_2,Path2,7
Cell1159_2,Path2,7
Cell1160_2,Path3,8
Cell1161_2,Path4,9
Cell1162_2,Path2,7
Cell1163_2,Path2,7
Cell1164_2,Path2,7
Cell1165_2,Path1,6
Cell1166_2,Path3,8
Cell1167_2,Path4,9
Cell1168_2,Path4,9
Cell1169_2,Path5,10
Cell1170_2,Path4,9
Cell1171_2,Path2,7
Cell1172_2,Path4,9
Cell1173_2,Path2,7
Cell1174_2,Path1,6
Cell1175_2,Path5,10
Cell1176_2,Path5,10
Cell1177_2,Path3,8
Cell1178_2,Path5,10
Cell1179_2,Path5,10
Cell1180_2,Path3,8
Cell1181_2,Path1,6
Cell1182_2,Path3,8
Cell1183_2,Path3,8
Cell1184_2,Path1,6
Cell1185_2,Path2,7
Cell1186_2,Path2,7
Cell1187_2,Path5,10
Cell1188_2,Path1,6
Cell1189_2,Path1,6
Cell1190_2,Path4,9
Cell1191_2,Path5,10
Cell1192_2,Path5,10
Cell1193_2,Path1,6
Cell1194_2,Path1,6
Cell1195_2,Path2,7
Cell1196_2,Path5,10
Cell1197_2,Path1,6
Cell1198_2,Path3,8
Cell1199_2,Path1,6
Cell1200_2,Path5,10
Cell1201_2,Path3,8
Cell1202_2,Path1,6
Cell1203_2,Path5,10
Cell1204_2,Path2,7
Cell1205_2,Path4,9
Cell1206_2,Path4,9
Cell1207_2,Path1,6
Cell1208_2,Path1,6
Cell1209_2,Path3,8
Cell1210_2,Path5,10
Cell1211_2,Path1,6
Cell1212_2,Path2,7
Cell1213_2,Path5,10
Cell1214_2,Path2,7
Cell1215_2,Path4,9
Cell1216_2,Path3,8
Cell1217_2,Path1,6
Cell1218_2,Path3,8
Cell1219_2,Path5,10
Cell1220_2,Path4,9
Cell1221_2,Path1,6
Cell1222_2,Path2,7
Cell1223_2,Path5,10
Cell1224_2,Path4,9
Cell1225_2,Path1,6
Cell1226_2,Path3,8
Cell1227_2,Path3,8
Cell1228_2,Path2,7
Cell1229_2,Path2,7
Cell1230_2,Path2,7
Cell1231_2,Path4,9
Cell1232_2,Path1,6
Cell1233_2,Path5,10
Cell1234_2,Path1,6
Cell1235_2,Path2,7
Cell1236_2,Path2,7
Cell1237_2,Path5,10
Cell1238_2,Path5,10
Cell1239_2,Path5,10
Cell1240_2,Path4,9
Cell1241_2,Path5,10
Cell1242_2,Path4,9
Cell1243_2,Path5,10
Cell1244_2,Path4,9
Cell1245_2,Path2,7
Cell1246_2,Path4,9
Cell1247_2,Path4,9
Cell1248_2,Path2,7
Cell1249_2,Path1,6
Cell1250_2,Path3,8
Cell1251_2,Path4,9
Cell1252_2,Path1,6
Cell1253_2,Path3,8
Cell1254_2,Path4,9
Cell1255_2,Path5,10
Cell1256_2,Path1,6
Cell1257_2,Path5,10
Cell1258_2,Path2,7
Cell1259_2,Path1,6
Cell1260_2,Path5,10
Cell1261_2,Path4,9
Cell1262_2,Path4,9
Cell1263_2,Path1,6
Cell1264_2,Path2,7
Cell1265_2,Path5,10
Cell1266_2,Path2,7
Cell1267_2,Path2,7
Cell1268_2,Path5,10
Cell1269_2,Path5,10
Cell1270_2,Path1,6
Cell1271_2,Path4,9
Cell1272_2,Path2,7
Cell1273_2,Path1,6
Cell1274_2,Path1,6
Cell1275_2,Path1,6
Cell1276_2,Path1,6
Cell1277_2,Path3,8
Cell1278_2,Path1,6
Cell1279_2,Path3,8
Cell1280_2,Path3,8
Cell1281_2,Path4,9
Cell1282_2,Path3,8
Cell1283_2,Path5,10
Cell1284_2,Path2,7
Cell1285_2,Path5,10
Cell1286_2,Path3,8
Cell1287_2,Path1,6
Cell1288_2,Path4,9
Cell1289_2,Path3,8
Cell1290_2,Path5,10
Cell1291_2,Path5,10
Cell1292_2,Path2,7
Cell1293_2,Path5,10
Cell1294_2,Path5,10
Cell1295_2,Path4,9
Cell1296_2,Path4,9
Cell1297_2,Path4,9
Cell1298_2,Path5,10
Cell1299_2,Path3,8
Cell1300_2,Path3,8
Cell1301_2,Path1,6
Cell1302_2,Path1,6
Cell1303_2,Path3,8
Cell1304_2,Path3,8
Cell1305_2,Path2,7
Cell1306_2,Path1,6
Cell1307_2,Path2,7
Cell1308_2,Path3,8
Cell1309_2,Path3,8
Cell1310_2,Path5,10
Cell1311_2,Path3,8
Cell1312_2,Path3,8
Cell1313_2,Path4,9
Cell1314_2,Path1,6
Cell1315_2,Path4,9
Cell1316_2,Path2,7
Cell1317_2,Path4,9
Cell1318_2,Path2,7
Cell1319_2,Path1,6
Cell1320_2,Path4,9
Cell1321_2,Path1,6
Cell1322_2,Path5,10
Cell1323_2,Path2,7
Cell1324_2,Path2,7
Cell1325_2,Path5,10
Cell1326_2,Path2,7
Cell1327_2,Path5,10
Cell1328_2,Path3,8
Cell1329_2,Path4,9
Cell1330_2,Path5,10
Cell1331_2,Path5,10
Cell1332_2,Path3,8
Cell1333_2,Path3,8
Cell1334_2,Path4,9
Cell1335_2,Path1,6
Cell1336_2,Path1,6
Cell1337_2,Path2,7
Cell1338_2,Path2,7
Cell1339_2,Path3,8
Cell1340_2,Path1,6
Cell1341_2,Path4,9
Cell1342_2,Path3,8
Cell1343_2,Path4,9
Cell1344_2,Path1,6
Cell1345_2,Path1,6
Cell1346_2,Path4,9
Cell1347_2,Path1,6
Cell1348_2,Path1,6
Cell1349_2,Path1,6
Cell1350_2,Path5,10
Cell1351_2,Path5,10
Cell1352_2,Path2,7
Cell1353_2,Path1,6
Cell1354_2,Path4,9
Cell1355_2,Path2,7
Cell1356_2,Path4,9
Cell1357_2,Path4,9
Cell1358_2,Path4,9
Cell1359_2,Path1,6
Cell1360_2,Path3,8
Cell1361_2,Path2,7
Cell1362_2,Path2,7
Cell1363_2,Path5,10
Cell1364_2,Path1,6
Cell1365_2,Path4,9
Cell1366_2,Path2,7
Cell1367_2,Path1,6
Cell1368_2,Path1,6
Cell1369_2,Path1,6
Cell1370_2,Path5,10
Cell1371_2,Path3,8
Cell1372_2,Path5,10
Cell1373_2,Path2,7
Cell1374_2,Path3,8
Cell1375_2,Path2,7
Cell1376_2,Path2,7
Cell1377_2,Path3,8
Cell1378_2,Path1,6
Cell1379_2,Path5,10
Cell1380_2,Path2,7
Cell1381_2,Path2,7
Cell1382_2,Path1,6
Cell1383_2,Path5,10
Cell1384_2,Path1,6
Cell1385_2,Path3,8
Cell1386_2,Path1,6
Cell1387_2,Path4,9
Cell1388_2,Path3,8
Cell1389_2,Path2,7
Cell1390_2,Path5,10
Cell1391_2,Path3,8
Cell1392_2,Path3,8
Cell1393_2,Path4,9
Cell1394_2,Path5,10
Cell1395_2,Path5,10
Cell1396_2,Path1,6
Cell1397_2,Path4,9
Cell1398_2,Path1,6
Cell1399_2,Path1,6
Cell1400_2,Path1,6
Cell1401_2,Path5,10
Cell1402_2,Path5,10
Cell1403_2,Path3,8
Cell1404_2,Path3,8
Cell1405_2,Path5,10
Cell1406_2,Path2,7
Cell1407_2,Path1,6
Cell1408_2,Path1,6
Cell1409_2,Path3,8
Cell1410_2,Path5,10
Cell1411_2,Path1,6
Cell1412_2,Path5,10
Cell1413_2,Path1,6
Cell1414_2,Path2,7
Cell1415_2,Path1,6
Cell1416_2,Path4,9
Cell1417_2,Path4,9
Cell1418_2,Path5,10
Cell1419_2,Path5,10
Cell1420_2,Path4,9
Cell1421_2,Path2,7
Cell1422_2,Path2,7
Cell1423_2,Path3,8
Cell1424_2,Path4,9
Cell1425_2,Path5,10
Cell1426_2,Path4,9
Cell1427_2,Path5,10
Cell1428_2,Path3,8
Cell1429_2,Path1,6
Cell1430_2,Path5,10
Cell1431_2,Path1,6
Cell1432_2,Path2,7
Cell1433_2,Path5,10
Cell1434_2,Path5,10
Cell1435_2,Path4,9
Cell1436_2,Path5,10
Cell1437_2,Path2,7
Cell1438_2,Path4,9
Cell1439_2,Path2,7
Cell1440_2,Path5,10
Cell1441_2,Path5,10
Cell1442_2,Path4,9
Cell1443_2,Path5,10
Cell1444_2,Path3,8
Cell1445_2,Path1,6
Cell1446_2,Path3,8
Cell1447_2,Path2,7
Cell1448_2,Path2,7
Cell1449_2,Path4,9
Cell1450_2,Path1,6
Cell1451_2,Path1,6
Cell1452_2,Path5,10
Cell1453_2,Path5,10
Cell1454_2,Path3,8
Cell1455_2,Path2,7
Cell1456_2,Path3,8
Cell1457_2,Path3,8
Cell1458_2,Path1,6
Cell1459_2,Path2,7
Cell1460_2,Path1,6
Cell1461_2,Path3,8
Cell1462_2,Path1,6
Cell1463_2,Path5,10
Cell1464_2,Path1,6
Cell1465_2,Path3,8
Cell1466_2,Path5,10
Cell1467_2,Path3,8
Cell1468_2,Path2,7
Cell1469_2,Path2,7
Cell1470_2,Path1,6
Cell1471_2,Path5,10
Cell1472_2,Path1,6
Cell1473_2,Path1,6
Cell1474_2,Path4,9
Cell1475_2,Path5,10
Cell1476_2,Path4,9
Cell1477_2,Path1,6
Cell1478_2,Path1,6
Cell1479_2,Path1,6
Cell1480_2,Path3,8
Cell1481_2,Path3,8
Cell1482_2,Path3,8
Cell1483_2,Path4,9
Cell1484_2,Path3,8
Cell1485_2,Path4,9
Cell1486_2,Path2,7
Cell1487_2,Path4,9
Cell1488_2,Path5,10
Cell1489_2,Path5,10
Cell1490_2,Path3,8
Cell1491_2,Path5,10
Cell1492_2,Path5,10
Cell1493_2,Path4,9
Cell1494_2,Path2,7
Cell1495_2,Path5,10
Cell1496_2,Path1,6
Cell1497_2,Path2,7
Cell1498_2,Path4,9
Cell1499_2,Path1,6
Cell1500_2,Path1,6
Cell1501_2,Path4,9
Cell1502_2,Path1,6
Cell1503_2,Path1,6
Cell1504_2,Path3,8
Cell1505_2,Path2,7
Cell1506_2,Path5,10
Cell1507_2,Path3,8
Cell1508_2,Path2,7
Cell1509_2,Path4,9
Cell1510_2,Path2,7
Cell1511_2,Path1,6
Cell1512_2,Path1,6
Cell1513_2,Path4,9
Cell1514_2,Path2,7
Cell1515_2,Path1,6
Cell1516_2,Path1,6
Cell1517_2,Path3,8
Cell1518_2,Path3,8
Cell1519_2,Path4,9
Cell1520_2,Path4,9
Cell1521_2,Path5,10
Cell1522_2,Path2,7
Cell1523_2,Path3,8
Cell1524_2,Path3,8
Cell1525_2,Path4,9
Cell1526_2,Path2,7
Cell1527_2,Path2,7
Cell1528_2,Path4,9
Cell1529_2,Path4,9
Cell1530_2,Path2,7
Cell1531_2,Path4,9
Cell1532_2,Path5,10
Cell1533_2,Path1,6
Cell1534_2,Path5,10
Cell1535_2,Path4,9
Cell1536_2,Path2,7
Cell1537_2,Path3,8
Cell1538_2,Path2,7
Cell1539_2,Path5,10
Cell1540_2,Path4,9
Cell1541_2,Path5,10
Cell1542_2,Path4,9
Cell1543_2,Path4,9
Cell1544_2,Path1,6
Cell1545_2,Path1,6
Cell1546_2,Path4,9
Cell1547_2,Path4,9
Cell1548_2,Path3,8
Cell1549_2,Path1,6
Cell1550_2,Path1,6
Cell1551_2,Path1,6
Cell1552_2,Path3,8
Cell1553_2,Path4,9
Cell1554_2,Path4,9
Cell1555_2,Path5,10
Cell1556_2,Path1,6
Cell1557_2,Path4,9
Cell1558_2,Path3,8
Cell1559_2,Path3,8
Cell1560_2,Path5,10
Cell1561_2,Path3,8
Cell1562_2,Path1,6
Cell1563_2,Path2,7
Cell1564_2,Path4,9
Cell1565_2,Path3,8
Cell1566_2,Path2,7
Cell1567_2,Path3,8
Cell1568_2,Path4,9
Cell1569_2,Path3,8
Cell1570_2,Path5,10
Cell1571_2,Path5,10
Cell1572_2,Path3,8
Cell1573_2,Path5,10
Cell1574_2,Path4,9
Cell1575_2,Path4,9
Cell1576_2,Path5,10
Cell1577_2,Path5,10
Cell1578_2,Path2,7
Cell1579_2,Path1,6
Cell1580_2,Path1,6
Cell1581_2,Path1,6
Cell1582_2,Path1,6
Cell1583_2,Path1,6
Cell1584_2,Path2,7
Cell1585_2,Path3,8
Cell1586_2,Path3,8
Cell1587_2,Path2,7
Cell1588_2,Path1,6
Cell1589_2,Path1,6
Cell1590_2,Path3,8
Cell1591_2,Path4,9
Cell1592_2,Path3,8
Cell1593_2,Path5,10
Cell1594_2,Path3,8
Cell1595_2,Path2,7
Cell1596_2,Path2,7
Cell1597_2,Path1,6
Cell1598_2,Path1,6
Cell1599_2,Path4,9
Cell1600_2,Path3,8
Cell1601_2,Path1,6
Cell1602_2,Path3,8
Cell1603_2,Path1,6
Cell1604_2,Path3,8
Cell1605_2,Path2,7
Cell1606_2,Path4,9
Cell1607_2,Path5,10
Cell1608_2,Path1,6
Cell1609_2,Path5,10
Cell1610_2,Path3,8
Cell1611_2,Path2,7
Cell1612_2,Path3,8
Cell1613_2,Path3,8
Cell1614_2,Path3,8
Cell1615_2,Path4,9
Cell1616_2,Path4,9
Cell1617_2,Path3,8
Cell1618_2,Path3,8
Cell1619_2,Path4,9
Cell1620_2,Path2,7
Cell1621_2,Path4,9
Cell1622_2,Path3,8
Cell1623_2,Path5,10
Cell1624_2,Path1,6
Cell1625_2,Path2,7
Cell1626_2,Path5,10
Cell1627_2,Path3,8
Cell1628_2,Path2,7
Cell1629_2,Path1,6
Cell1630_2,Path4,9
Cell1631_2,Path3,8
Cell1632_2,Path4,9
Cell1633_2,Path4,9
Cell1634_2,Path1,6
Cell1635_2,Path2,7
Cell1636_2,Path1,6
Cell1637_2,Path2,7
Cell1638_2,Path2,7
Cell1639_2,Path3,8
Cell1640_2,Path5,10
Cell1641_2,Path2,7
Cell1642_2,Path3,8
Cell1643_2,Path1,6
Cell1644_2,Path5,10
Cell1645_2,Path5,10
Cell1646_2,Path3,8
Cell1647_2,Path5,10
Cell1648_2,Path2,7
Cell1649_2,Path1,6
Cell1650_2,Path2,7
Cell1651_2,Path5,10
Cell1652_2,Path5,10
Cell1653_2,Path5,10
Cell1654_2,Path2,7
Cell1655_2,Path5,10
Cell1656_2,Path3,8
Cell1657_2,Path3,8
Cell1658_2,Path5,10
Cell1659_2,Path5,10
Cell1660_2,Path2,7
Cell1661_2,Path3,8
Cell1662_2,Path3,8
Cell1663_2,Path2,7
Cell1664_2,Path4,9
Cell1665_2,Path4,9
Cell1666_2,Path3,8
Cell1667_2,Path5,10
Cell1668_2,Path5,10
Cell1669_2,Path3,8
Cell1670_2,Path4,9
Cell1671_2,Path4,9
Cell1672_2,Path1,6
Cell1673_2,Path5,10
Cell1674_2,Path5,10
Cell1675_2,Path4,9
Cell1676_2,Path5,10
Cell1677_2,Path1,6
Cell1678_2,Path3,8
Cell1679_2,Path1,6
Cell1680_2,Path3,8
Cell1681_2,Path1,6
Cell1682_2,Path4,9
Cell1683_2,Path4,9
Cell1684_2,Path2,7
Cell1685_2,Path5,10
Cell1686_2,Path5,10
Cell1687_2,Path5,10
Cell1688_2,Path3,8
Cell1689_2,Path3,8
Cell1690_2,Path3,8
Cell1691_2,Path5,10
Cell1692_2,Path1,6
Cell1693_2,Path4,9
Cell1694_2,Path2,7
Cell1695_2,Path1,6
Cell1696_2,Path5,10
Cell1697_2,Path5,10
Cell1698_2,Path4,9
Cell1699_2,Path4,9
Cell1700_2,Path4,9
Cell1701_2,Path2,7
Cell1702_2,Path3,8
Cell1703_2,Path5,10
Cell1704_2,Path4,9
Cell1705_2,Path5,10
Cell1706_2,Path5,10
Cell1707_2,Path2,7
Cell1708_2,Path3,8
Cell1709_2,Path3,8
Cell1710_2,Path2,7
Cell1711_2,Path5,10
Cell1712_2,Path3,8
Cell1713_2,Path5,10
Cell1714_2,Path3,8
Cell1715_2,Path4,9
Cell1716_2,Path1,6
Cell1717_2,Path2,7
Cell1718_2,Path5,10
Cell1719_2,Path5,10
Cell1720_2,Path2,7
Cell1721_2,Path3,8
Cell1722_2,Path3,8
Cell1723_2,Path4,9
Cell1724_2,Path4,9
Cell1725_2,Path2,7
Cell1726_2,Path1,6
Cell1727_2,Path4,9
Cell1728_2,Path4,9
Cell1729_2,Path5,10
Cell1730_2,Path2,7
Cell1731_2,Path2,7
Cell1732_2,Path4,9
Cell1733_2,Path2,7
Cell1734_2,Path1,6
Cell1735_2,Path1,6
Cell1736_2,Path4,9
Cell1737_2,Path4,9
Cell1738_2,Path4,9
Cell1739_2,Path5,10
Cell1740_2,Path5,10
Cell1741_2,Path3,8
Cell1742_2,Path1,6
Cell1743_2,Path3,8
Cell1744_2,Path2,7
Cell1745_2,Path5,10
Cell1746_2,Path2,7
Cell1747_2,Path4,9
Cell1748_2,Path3,8
Cell1749_2,Path1,6
Cell1750_2,Path3,8
Cell1751_2,Path4,9
Cell1752_2,Path1,6
Cell1753_2,Path1,6
Cell1754_2,Path5,10
Cell1755_2,Path3,8
Cell1756_2,Path5,10
Cell1757_2,Path4,9
Cell1758_2,Path4,9
Cell1759_2,Path2,7
Cell1760_2,Path3,8
Cell1761_2,Path5,10
Cell1762_2,Path5,10
Cell1763_2,Path3,8
Cell1764_2,Path1,6
Cell1765_2,Path2,7
Cell1766_2,Path3,8
Cell1767_2,Path2,7
Cell1768_2,Path4,9
Cell1769_2,Path2,7
Cell1770_2,Path4,9
Cell1771_2,Path3,8
Cell1772_2,Path3,8
Cell1773_2,Path1,6
Cell1774_2,Path2,7
Cell1775_2,Path1,6
Cell1776_2,Path1,6
Cell1777_2,Path5,10
Cell1778_2,Path2,7
Cell1779_2,Path1,6
Cell1780_2,Path1,6
Cell1781_2,Path5,10
Cell1782_2,Path2,7
Cell1783_2,Path4,9
Cell1784_2,Path4,9
Cell1785_2,Path3,8
Cell1786_2,Path3,8
Cell1787_2,Path4,9
Cell1788_2,Path1,6
Cell1789_2,Path4,9
Cell1790_2,Path4,9
Cell1791_2,Path3,8
Cell1792_2,Path4,9
Cell1793_2,Path4,9
Cell1794_2,Path1,6
Cell1795_2,Path3,8
Cell1796_2,Path5,10
Cell1797_2,Path4,9
Cell1798_2,Path2,7
Cell1799_2,Path4,9
Cell1800_2,Path4,9
Cell1801_2,Path3,8
Cell1802_2,Path1,6
Cell1803_2,Path1,6
Cell1804_2,Path3,8
Cell1805_2,Path4,9
Cell1806_2,Path3,8
Cell1807_2,Path3,8
Cell1808_2,Path3,8
Cell1809_2,Path3,8
Cell1810_2,Path5,10
Cell1811_2,Path5,10
Cell1812_2,Path4,9
Cell1813_2,Path5,10
Cell1814_2,Path2,7
Cell1815_2,Path2,7
Cell1816_2,Path5,10
Cell1817_2,Path3,8
Cell1818_2,Path1,6
Cell1819_2,Path4,9
Cell1820_2,Path3,8
Cell1821_2,Path2,7
Cell1822_2,Path1,6
Cell1823_2,Path2,7
Cell1824_2,Path1,6
Cell1825_2,Path5,10
Cell1826_2,Path1,6
Cell1827_2,Path2,7
Cell1828_2,Path3,8
Cell1829_2,Path2,7
Cell1830_2,Path1,6
Cell1831_2,Path4,9
Cell1832_2,Path3,8
Cell1833_2,Path2,7
Cell1834_2,Path3,8
Cell1835_2,Path5,10
Cell1836_2,Path1,6
Cell1837_2,Path2,7
Cell1838_2,Path5,10
Cell1839_2,Path3,8
Cell1840_2,Path5,10
Cell1841_2,Path5,10
Cell1842_2,Path3,8
Cell1843_2,Path1,6
Cell1844_2,Path5,10
Cell1845_2,Path2,7
Cell1846_2,Path4,9
Cell1847_2,Path1,6
Cell1848_2,Path4,9
Cell1849_2,Path4,9
Cell1850_2,Path5,10
Cell1851_2,Path4,9
Cell1852_2,Path3,8
Cell1853_2,Path4,9
Cell1854_2,Path3,8
Cell1855_2,Path2,7
Cell1856_2,Path5,10
Cell1857_2,Path1,6
Cell1858_2,Path5,10
Cell1859_2,Path2,7
Cell1860_2,Path2,7
Cell1861_2,Path5,10
Cell1862_2,Path2,7
Cell1863_2,Path5,10
Cell1864_2,Path4,9
Cell1865_2,Path2,7
Cell1866_2,Path5,10
Cell1867_2,Path4,9
Cell1868_2,Path3,8
Cell1869_2,Path3,8
Cell1870_2,Path2,7
Cell1871_2,Path2,7
Cell1872_2,Path4,9
Cell1873_2,Path5,10
Cell1874_2,Path5,10
Cell1875_2,Path4,9
Cell1876_2,Path2,7
Cell1877_2,Path4,9
Cell1878_2,Path3,8
Cell1879_2,Path5,10
Cell1880_2,Path1,6
Cell1881_2,Path1,6
Cell1882_2,Path2,7
Cell1883_2,Path1,6
Cell1884_2,Path3,8
Cell1885_2,Path4,9
Cell1886_2,Path4,9
Cell1887_2,Path3,8
Cell1888_2,Path5,10
Cell1889_2,Path3,8
Cell1890_2,Path2,7
Cell1891_2,Path5,10
Cell1892_2,Path2,7
Cell1893_2,Path5,10
Cell1894_2,Path5,10
Cell1895_2,Path5,10
Cell1896_2,Path5,10
Cell1897_2,Path3,8
Cell1898_2,Path5,10
Cell1899_2,Path2,7
Cell1900_2,Path2,7
Cell1901_2,Path1,6
Cell1902_2,Path3,8
Cell1903_2,Path2,7
Cell1904_2,Path1,6
Cell1905_2,Path3,8
Cell1906_2,Path1,6
Cell1907_2,Path1,6
Cell1908_2,Path2,7
Cell1909_2,Path3,8
Cell1910_2,Path1,6
Cell1911_2,Path1,6
Cell1912_2,Path1,6
Cell1913_2,Path3,8
Cell1914_2,Path5,10
Cell1915_2,Path1,6
Cell1916_2,Path4,9
Cell1917_2,Path5,10
Cell1918_2,Path1,6
Cell1919_2,Path5,10
Cell1920_2,Path5,10
Cell1921_2,Path2,7
Cell1922_2,Path1,6
Cell1923_2,Path4,9
Cell1924_2,Path2,7
Cell1925_2,Path3,8
Cell1926_2,Path2,7
Cell1927_2,Path1,6
Cell1928_2,Path3,8
Cell1929_2,Path2,7
Cell1930_2,Path3,8
Cell1931_2,Path5,10
Cell1932_2,Path1,6
Cell1933_2,Path2,7
Cell1934_2,Path3,8
Cell1935_2,Path3,8
Cell1936_2,Path2,7
Cell1937_2,Path1,6
Cell1938_2,Path2,7
Cell1939_2,Path5,10
Cell1940_2,Path3,8
Cell1941_2,Path2,7
Cell1942_2,Path5,10
Cell1943_2,Path3,8
Cell1944_2,Path1,6
Cell1945_2,Path1,6
Cell1946_2,Path1,6
